City,Country,Population,Area,country population,country area,country density,growth rate,2009 growth rate,2005-2010 growth rate,2010-2015 growth rate,2015-2020 growth rate
Belém,Brazil,1499600,1059.4,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Belford Roxo,Brazil,513100,79.791,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Belo Horizonte,Brazil,2721500,330.9,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Bento Gonçalves,Brazil,121800,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Betim,Brazil,444700,342.85,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Birigui,Brazil,124800,530.9,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Blumenau,Brazil,361800,519.837,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Boa Vista,Brazil,419600,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Botucatu,Brazil,148100,1482.64,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Bragança,Brazil,128900,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Bragança Paulista,Brazil,175500,512.6,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Brasilia,Brazil,3039400,5802.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Breves,Brazil,103400,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Brusque,Brazil,137600,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cabo de Santo Agostinho,Brazil,208900,445.343,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cabo Frio,Brazil,230300,410.418,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cachoeirinha,Brazil,131200,43.9,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cachoeiro de Itapemirim,Brazil,210500,864.583,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Caieiras,Brazil,102700,97.64,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Camacari,Brazil,304300,784.658,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Camaragibe,Brazil,158800,51.257,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cambé,Brazil,107300,191.265,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cametá,Brazil,139300,3081.367,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Campina Grande,Brazil,411800,620.628,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Campinas,Brazil,1213700,795.667,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Campo Grande,Brazil,906000,8096.05,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Campo Largo,Brazil,133800,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Campos dos Goytacazes,Brazil,511100,4032.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Canoas,Brazil,348200,131.097,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Caraguatatuba,Brazil,123300,484.947,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Carapicuíba,Brazil,403100,34.55,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cariacica,Brazil,383900,279.975,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Caruaru,Brazil,365200,920.61,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cascavel,Brazil,332300,2101.074,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Castanhal,Brazil,203200,1029.91,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Catalão,Brazil,110900,3821.463,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Catanduva,Brazil,122400,290.59,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Caucaia,Brazil,365200,1227.899,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Caxias,Brazil,165500,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Caxias do Sul,Brazil,517400,1643.913,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Chapecó,Brazil,224000,624.308,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Codo,Brazil,123100,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Colatina,Brazil,123400,1398.219,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Colombo,Brazil,246500,37.31,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Conselheiro Lafaiete,Brazil,129600,370.246,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Contagem,Brazil,668900,194.586,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Coronel Fabriciano,Brazil,110200,221.252,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Corumbá,Brazil,112000,64960.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cotia,Brazil,253600,323.99,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Crato,Brazil,133000,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Criciúma,Brazil,217300,235.628,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cubatao,Brazil,131600,142.88,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Cuiabá,Brazil,618100,3291.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Curitiba,Brazil,1948600,430.9,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Diadema,Brazil,426700,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Divinópolis,Brazil,240400,708.909,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Dourados,Brazil,225400,4086.4,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Duque de Caxias,Brazil,924600,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Embu,Brazil,276500,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Erechim,Brazil,106600,430764.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Eunápolis,Brazil,114300,1179.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Fazenda Rio Grande,Brazil,102000,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Feira de Santana,Brazil,619600,1362.88,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ferraz de Vasconcelos,Brazil,196500,29.56,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Florianópolis,Brazil,508800,675.409,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Formosa,Brazil,123600,36197.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Fortaleza,Brazil,2703300,312.353,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Foz do Iguaçu,Brazil,258200,617.7,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Franca,Brazil,355900,606.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Francisco Morato,Brazil,175600,49.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Franco da Rocha,Brazil,156400,132.78,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Garanhuns,Brazil,140500,472.462,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Goiânia,Brazil,1536000,789.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Governador Valadares,Brazil,281000,2348.1,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Gravatai,Brazil,283600,463.5,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Guarapari,Brazil,126700,591.815,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Guarapuava,Brazil,182600,3115.329,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Guaratinguetá,Brazil,122500,752.64,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Guarujá,Brazil,322700,143.58,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Guarulhos,Brazil,1392100,318.68,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Hortolandia,Brazil,222100,62.42,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ibirité,Brazil,182100,73.027,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Igarassu,Brazil,118300,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Iguatu,Brazil,103000,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ilhéus,Brazil,159900,1588.555,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Imperatriz,Brazil,259300,1367.9,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Indaiatuba,Brazil,256200,311.55,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ipatinga,Brazil,265400,164.884,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itabira,Brazil,120900,1253.704,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itaboraí,Brazil,242500,430.375,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itabuna,Brazil,213600,401.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itaguaí,Brazil,120900,273.414,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itajaí,Brazil,209000,289.285,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itapecerica da Serra,Brazil,169100,150.74,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itapetininga,Brazil,158600,1790.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itapevi,Brazil,226500,82.7,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itapipoca,Brazil,126200,1614.682,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itaquaquecetuba,Brazil,356800,82.62,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itatiba,Brazil,114900,322.28,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itu,Brazil,168600,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ituiutaba,Brazil,103900,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Itumbiara,Brazil,101500,2.461,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Jaboatao dos Guararapes,Brazil,691100,256.08,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Jacareí,Brazil,228200,464.27,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Jandira,Brazil,120200,17.45,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Japeri,Brazil,100600,82.454,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Jaraguá do Sul,Brazil,167300,532.59,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Jaú,Brazil,144800,687.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Jequié,Brazil,161900,2969.034,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ji-Paraná,Brazil,131600,6896.649,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Joao Pessoa,Brazil,801700,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Joinville,Brazil,569900,1131.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Juazeiro,Brazil,220300,6500.52,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Juàzeiro do Norte,Brazil,268200,248.558,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Juiz de Fora,Brazil,559600,1436.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Jundiaí,Brazil,405700,431.207,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Lagarto,Brazil,103200,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Lages,Brazil,158600,2644.313,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Lauro de Freitas,Brazil,194600,57.66,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Lavras,Brazil,101200,564.495,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Leme,Brazil,100300,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Limeira,Brazil,298700,581.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Linhares,Brazil,166500,9501.6,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Londrina,Brazil,553400,1650.809,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Luziânia,Brazil,196900,3961.536,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Macae,Brazil,239500,1216.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Macapá,Brazil,465500,6407.12,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Maceió,Brazil,1021700,511.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Magé,Brazil,236300,385.7,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Manaus,Brazil,2094400,11401.092,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Maraba,Brazil,266900,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Maracanau,Brazil,223200,106.648,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Maranguape,Brazil,125100,590.873,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Maricá,Brazil,149900,362.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Marília,Brazil,233600,1170.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Maringá,Brazil,403100,487.93,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Marituba,Brazil,125400,39.901,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Mauá,Brazil,457700,62.293,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Mesquita,Brazil,171000,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Moji das Cruzes,Brazil,429300,713.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Moji-Guaçu,Brazil,148300,813.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Montes Claros,Brazil,398300,3568.941,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Mossoró,Brazil,291900,2110.207,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Muriaé,Brazil,107900,843.327,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Natal,Brazil,877700,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Nilópolis,Brazil,158300,19.157,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Niterói,Brazil,497900,129.38,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Nossa Senhora do Socorro,Brazil,179700,155.02,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Nova Friburgo,Brazil,185100,933.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Nova Iguaçu,Brazil,797400,520.807,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Novo Gama,Brazil,108400,191.6,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Nôvo Hamburgo,Brazil,249100,224.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Olinda,Brazil,390100,43.55,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Osasco,Brazil,696400,64.935,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ourinhos,Brazil,111100,295.82,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Paço do Lumiar,Brazil,119900,51.124,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Palhoça,Brazil,161400,394.662,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Palmas,Brazil,279900,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Paragominas,Brazil,108500,7468.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Paranaguá,Brazil,151800,826.674,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Parauapebas,Brazil,196300,2658.78,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Parintins,Brazil,112700,5952.333,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Parnaíba,Brazil,150200,435.564,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Parnamirim,Brazil,248600,123.471,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Passo Fundo,Brazil,197800,758.27,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Passos,Brazil,113800,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Patos,Brazil,107100,513.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Patos de Minas,Brazil,149900,3.189771,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Paulínia,Brazil,100100,138.78,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Paulista,Brazil,325600,93.518,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Paulo Afonso,Brazil,119900,1545.192,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Pelotas,Brazil,343700,1609.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Petrolina,Brazil,337700,4756.8,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Petrópolis,Brazil,298200,795.798,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Pindamonhangaba,Brazil,162300,729.9,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Pinhais,Brazil,128300,60.869,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Piracicaba,Brazil,394400,1378.07,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Piraquara,Brazil,106100,87.661,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Poà,Brazil,114700,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Poços de Caldas,Brazil,164900,546.958,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ponta Grossa,Brazil,341100,2067.6,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Porto Alegre,Brazil,1481000,496.827,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Porto Seguro,Brazil,147400,2287.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Porto Velho,Brazil,511200,34082.37,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Pouso Alegre,Brazil,145500,542.797,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Praia Grande,Brazil,304700,149.25,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Presidente Prudente,Brazil,223700,562.8,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Queimados,Brazil,144500,75.701,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Recife,Brazil,1625600,218.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Resende,Brazil,126100,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ribeirao das Neves,Brazil,325800,155.454,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ribeirao Pires,Brazil,121100,99.1,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Ribeirao Prêto,Brazil,674400,650.9,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Rio Branco,Brazil,377100,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Rio Claro,Brazil,201500,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Rio das Ostras,Brazil,136600,228.044,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Rio de Janeiro,Brazil,6498800,1221.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Rio Grande,Brazil,208600,1896.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Rio Verde,Brazil,212200,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Rondonópolis,Brazil,218900,10787.9,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sabára,Brazil,135200,302.419,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Salto,Brazil,115200,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Salvador,Brazil,2938100,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santa Bárbara D'Oeste,Brazil,191000,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santa Cruz do Capibaribe,Brazil,103700,335.309,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santa Cruz do Sul,Brazil,126800,733.5,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santa Luzia,Brazil,217600,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santa Maria,Brazil,277300,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santa Rita,Brazil,135900,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santana,Brazil,113900,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santana de Parnaíba,Brazil,129300,179.95,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santarém,Brazil,294500,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santo André,Brazil,712700,175.8,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santo Antônio de Jesus,Brazil,102500,261.35,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Santos,Brazil,434400,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao Bernardo do Campo,Brazil,822200,409.51,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao Caetano do Sul,Brazil,158800,15.33,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao Carlo,Brazil,243800,1136.907,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
São Gonçalo,Brazil,1044100,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao Joao de Meriti,Brazil,460500,34.838,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao José,Brazil,236000,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao José de Ribamar,Brazil,176000,386.282,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao José do Rio Prêto,Brazil,446700,431.3,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao José dos Campos,Brazil,696000,1099.409,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao José dos Pinhais,Brazil,302800,946.435,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao Leopoldo,Brazil,229700,102.313,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
São Lourenço da Mata,Brazil,111200,264.346,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao Luís,Brazil,1082900,827.141,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
São Mateus,Brazil,126400,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao Paulo,Brazil,12038200,1521.11,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sao Vicente,Brazil,358000,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sapucaia do Sul,Brazil,138900,58.309,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Senador Canedo,Brazil,102900,244.7,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Serra,Brazil,494100,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sertãozinho,Brazil,121400,403.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sete Lagoas,Brazil,234200,537.476,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Simoes Filho,Brazil,134700,77.692,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sinop,Brazil,132900,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sobral,Brazil,203700,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sorocaba,Brazil,652500,450.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Sumaré,Brazil,269500,153.47,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Suzano,Brazil,288100,206.24,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Taboao da Serra,Brazil,275900,20.39,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Tailândia,Brazil,100300,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Tatuí,Brazil,117800,523.75,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Taubaté,Brazil,305200,625.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Teixeira de Freitas,Brazil,159800,1165.0,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Teófilo Otoni,Brazil,141500,3242.818,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Teresina,Brazil,847400,1167.25,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Teresópolis,Brazil,174600,773.338,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Timon,Brazil,166300,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Toledo,Brazil,133800,,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
Três Lagoas,Brazil,115600,3940.701,214326223.0,8514877.0,25.0,0.64,0.87,1.03,0.91,0.75
